Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-31,470.760009765625,470.79998779296875,458.0299987792969,466.2200012207031,4424500,0,0
2022-06-01,469.3800048828125,470.5,456.70001220703125,456.989990234375,2319400,0,0
2022-06-02,460.8999938964844,491.1300048828125,457.8800048828125,487.6099853515625,4950600,0,0
2022-06-03,485.0299987792969,488.1499938964844,475.5899963378906,476.25,2857400,0,0
2022-06-06,480.5,481.0,468.9100036621094,472.4700012207031,2297000,0,0
2022-06-07,459.9100036621094,473.7300109863281,459.5899963378906,471.7799987792969,2435500,0,0
2022-06-08,471.7799987792969,474.42999267578125,466.8900146484375,467.989990234375,1697000,0,0
2022-06-09,467.3399963378906,484.239990234375,467.1499938964844,472.04998779296875,3087500,0,0
2022-06-10,465.0,468.19000244140625,457.760009765625,463.30999755859375,2549900,0,0
2022-06-13,450.0,458.6400146484375,448.8999938964844,452.25,3113400,0,0
2022-06-14,452.25,458.760009765625,450.2799987792969,454.79998779296875,2224600,0,0
2022-06-15,458.5,464.3599853515625,451.3900146484375,458.7900085449219,2250200,0,0
2022-06-16,450.30999755859375,457.7699890136719,447.9700012207031,451.760009765625,2906600,0,0
2022-06-17,451.04998779296875,455.69000244140625,443.20001220703125,446.69000244140625,3623400,0,0
2022-06-21,450.54998779296875,464.82000732421875,449.1400146484375,463.1099853515625,2420600,0,0
2022-06-22,459.3900146484375,464.7200012207031,458.5,459.9599914550781,1827500,0,0
2022-06-23,466.3699951171875,476.2799987792969,465.7099914550781,475.0,2030100,0,0
2022-06-24,480.0,484.8299865722656,476.67999267578125,484.3699951171875,2862600,0,0
2022-06-27,485.80999755859375,487.239990234375,477.3500061035156,481.75,2034700,0,0
2022-06-28,483.5,487.239990234375,467.8900146484375,468.6099853515625,1754600,0,0
2022-06-29,470.95001220703125,472.9700012207031,466.4200134277344,469.8399963378906,1275600,0,0
2022-06-30,468.29998779296875,482.0899963378906,464.7200012207031,479.2799987792969,3852400,0,0
2022-07-01,481.17999267578125,491.25,478.0,485.760009765625,2660400,0,0
2022-07-05,485.55999755859375,490.8999938964844,478.4599914550781,488.260009765625,2489400,0,0
2022-07-06,488.260009765625,497.0199890136719,487.7799987792969,492.6499938964844,2262300,0,0
2022-07-07,492.05999755859375,495.5299987792969,489.2200012207031,494.95001220703125,2125200,0,0
2022-07-08,497.32000732421875,505.5199890136719,497.0,501.5400085449219,2607800,0,0
2022-07-11,501.1199951171875,505.54998779296875,494.8399963378906,498.8999938964844,1891100,0,0
2022-07-12,497.010009765625,501.8999938964844,488.0400085449219,490.57000732421875,1775300,0,0
2022-07-13,484.32000732421875,497.32000732421875,483.82000732421875,492.2200012207031,2008400,0,0
2022-07-14,496.0899963378906,513.27001953125,493.6199951171875,511.94000244140625,3715600,0,0
2022-07-15,516.9199829101562,524.7999877929688,515.780029296875,522.9500122070312,4265100,0,0
2022-07-18,521.8599853515625,528.530029296875,515.6699829101562,516.2999877929688,2464100,0,0
2022-07-19,522.4099731445312,525.5800170898438,516.969970703125,520.22998046875,2391000,0,0
2022-07-20,521.260009765625,526.1599731445312,516.8099975585938,524.2000122070312,1740700,0,0
2022-07-21,524.0399780273438,529.739990234375,521.5999755859375,529.4600219726562,1716100,0,0
2022-07-22,530.7100219726562,537.1099853515625,526.0700073242188,529.719970703125,1800800,0,0
2022-07-25,531.4199829101562,532.2899780273438,526.0,529.1400146484375,1452700,0,0
2022-07-26,515.0,519.6799926757812,508.760009765625,511.92999267578125,3334800,0,0
2022-07-27,513.0999755859375,525.3200073242188,511.1700134277344,522.3099975585938,2060100,0,0
2022-07-28,520.280029296875,539.1799926757812,520.280029296875,536.1799926757812,2083300,0,0
2022-07-29,532.0,542.1199951171875,531.9000244140625,541.2999877929688,2131500,0,0
2022-08-01,541.4199829101562,552.7100219726562,541.25,546.8099975585938,2256000,0,0
2022-08-02,544.030029296875,551.0399780273438,540.77001953125,543.4600219726562,1984200,0,0
2022-08-03,545.0,548.7000122070312,542.1199951171875,547.010009765625,1693300,0,0
2022-08-04,547.0,547.2000122070312,540.6699829101562,543.280029296875,2000500,0,0
2022-08-05,537.239990234375,541.5999755859375,533.3499755859375,540.6699829101562,1711500,0,0
2022-08-08,543.8400268554688,547.5,538.6699829101562,541.9000244140625,1344100,0,0
2022-08-09,543.6400146484375,545.0,533.8900146484375,535.8200073242188,1877300,0,0
2022-08-10,544.47998046875,549.9099731445312,537.2899780273438,539.8200073242188,2336600,0,0
2022-08-11,543.239990234375,543.489990234375,531.8900146484375,532.2000122070312,2340200,0,0
2022-08-12,536.1799926757812,538.4000244140625,533.72998046875,537.2100219726562,1918200,0,0
2022-08-15,536.4000244140625,547.0,535.6799926757812,545.75,1848000,0,0
2022-08-16,551.0999755859375,559.969970703125,548.969970703125,553.02001953125,2498000,0,0
2022-08-17,550.0,559.4500122070312,549.010009765625,556.3200073242188,1835200,0,0
2022-08-18,559.0599975585938,564.75,556.4199829101562,560.9600219726562,1619200,0,0
2022-08-19,558.6500244140625,559.260009765625,553.1699829101562,554.530029296875,1617000,0,0
2022-08-22,553.0,553.0,544.2899780273438,545.469970703125,1860900,0,0
2022-08-23,545.739990234375,546.010009765625,536.8800048828125,542.0700073242188,1359000,0,0
2022-08-24,542.75,545.219970703125,539.3599853515625,543.219970703125,1145800,0,0
2022-08-25,545.739990234375,550.9099731445312,539.5499877929688,550.77001953125,1483300,0,0
2022-08-26,550.0,552.6699829101562,531.6699829101562,531.8200073242188,1886800,0,0
2022-08-29,527.030029296875,535.5,524.0,531.0599975585938,1579900,0,0
2022-08-30,534.280029296875,536.010009765625,521.510009765625,524.1400146484375,1872700,0,0
2022-08-31,525.5399780273438,526.3200073242188,520.260009765625,522.0999755859375,2179800,0,0
2022-09-01,519.719970703125,529.5800170898438,517.030029296875,529.1699829101562,2280600,0,0
2022-09-02,532.7000122070312,534.8400268554688,516.0499877929688,519.1099853515625,1901700,0,0
2022-09-06,520.1599731445312,523.1500244140625,512.530029296875,518.9000244140625,1933400,0,0
2022-09-07,520.0,531.6599731445312,518.9000244140625,529.6400146484375,1827900,0,0
2022-09-08,524.3300170898438,533.030029296875,521.5599975585938,529.1199951171875,1600800,0,0
2022-09-09,532.1199951171875,538.0599975585938,529.530029296875,536.5800170898438,1930900,0,0
2022-09-12,537.72998046875,542.5999755859375,537.0,539.52001953125,1522400,0,0
2022-09-13,530.7899780273438,532.239990234375,508.69000244140625,510.29998779296875,2881400,0,0
2022-09-14,513.8599853515625,514.010009765625,503.1199951171875,508.0,2007300,0,0
2022-09-15,508.3999938964844,509.05999755859375,500.5299987792969,503.5,1749600,0,0
2022-09-16,499.57000732421875,506.44000244140625,497.29998779296875,504.1400146484375,3004800,0,0
2022-09-19,502.1600036621094,506.7099914550781,498.8900146484375,506.57000732421875,1441300,0,0
2022-09-20,503.0,503.42999267578125,493.4200134277344,499.5199890136719,1843100,0,0
2022-09-21,502.5,506.42999267578125,493.0,493.07000732421875,2082600,0,0
2022-09-22,494.0,494.0,484.4100036621094,487.1700134277344,3133100,0,0
2022-09-23,478.94000244140625,482.32000732421875,463.5299987792969,466.3999938964844,5377800,0,0
2022-09-26,465.8699951171875,484.1099853515625,465.2099914550781,480.29998779296875,4001900,0,0
2022-09-27,485.489990234375,488.3999938964844,475.42999267578125,478.29998779296875,2412400,0,0
2022-09-28,481.5299987792969,491.54998779296875,474.19000244140625,488.2900085449219,2419500,0,0
2022-09-29,485.6099853515625,489.010009765625,474.07000732421875,478.9800109863281,1963900,0,0
2022-09-30,480.6600036621094,483.8299865722656,471.8699951171875,472.2699890136719,2436700,0,0
2022-10-03,474.5,480.8399963378906,470.3999938964844,477.7300109863281,2338500,0,0
2022-10-04,483.8299865722656,488.0199890136719,480.7300109863281,486.1300048828125,2175600,0,0
2022-10-05,481.29998779296875,483.8699951171875,474.82000732421875,480.32000732421875,1587700,0,0
2022-10-06,483.45001220703125,493.8800048828125,481.9200134277344,482.489990234375,2430700,0,0
2022-10-07,478.260009765625,479.1099853515625,466.1199951171875,468.1499938964844,2568100,0,0
2022-10-10,469.69000244140625,470.25,461.6099853515625,466.30999755859375,1616300,0,0
2022-10-11,465.0,477.25,463.70001220703125,472.0199890136719,2341400,0,0
2022-10-12,474.32000732421875,479.739990234375,466.29998779296875,466.3800048828125,2043900,0,0
2022-10-13,458.19000244140625,471.739990234375,449.0299987792969,467.989990234375,3390900,0,0
2022-10-14,472.0299987792969,473.3900146484375,453.7900085449219,454.6499938964844,2301600,0,0
2022-10-17,461.6499938964844,466.8800048828125,460.4800109863281,464.1700134277344,2097500,0,0
2022-10-18,473.20001220703125,476.5199890136719,468.8299865722656,473.2699890136719,1864000,0,0
2022-10-19,467.80999755859375,474.8699951171875,466.95001220703125,471.42999267578125,1207600,0,0
2022-10-20,471.0,472.0799865722656,462.9100036621094,464.6199951171875,1709500,0,0
2022-10-21,463.7099914550781,479.57000732421875,462.2799987792969,478.17999267578125,2508400,0,0
2022-10-24,481.6099853515625,498.0,481.010009765625,496.9700012207031,2366200,0,0
2022-10-25,493.32000732421875,500.19000244140625,490.5,499.05999755859375,2130900,0,0
