Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-31,2056.080078125,2082.070068359375,2033.7099609375,2059.64990234375,244800,0,0
2022-06-01,2046.0,2060.39990234375,2035.1099853515625,2035.1099853515625,153600,0,0
2022-06-02,2046.5899658203125,2062.909912109375,1996.93994140625,2061.300048828125,136900,0,0
2022-06-03,2044.739990234375,2070.300048828125,2040.719970703125,2058.0400390625,94900,0,0
2022-06-06,2070.9599609375,2107.429931640625,2051.60009765625,2099.06005859375,149500,0,0
2022-06-07,2080.0,2121.719970703125,2065.22998046875,2119.97998046875,120500,0,0
2022-06-08,2096.2099609375,2120.6298828125,2089.389892578125,2092.35009765625,104600,0,0
2022-06-09,2082.300048828125,2130.5,2082.300048828125,2101.14990234375,133400,0,0
2022-06-10,2066.169921875,2084.7900390625,2050.7099609375,2064.4599609375,112900,0,0
2022-06-13,2031.56005859375,2056.110107421875,2012.0799560546875,2026.6600341796875,160100,0,0
2022-06-14,2024.5,2068.550048828125,2008.050048828125,2033.5799560546875,166700,0,0
2022-06-15,2028.0,2054.340087890625,1991.06005859375,2013.81005859375,173100,0,0
2022-06-16,2017.969970703125,2024.1800537109375,1968.1099853515625,2001.1600341796875,201200,0,0
2022-06-17,1983.989990234375,2005.0,1959.5799560546875,1992.550048828125,412000,0,0
2022-06-21,2026.239990234375,2037.760009765625,1980.739990234375,2032.1199951171875,151400,0,0
2022-06-22,2043.550048828125,2090.909912109375,2013.280029296875,2071.6201171875,144600,0,0
2022-06-23,2100.0,2119.280029296875,2067.0,2108.639892578125,154100,0,0
2022-06-24,2127.639892578125,2175.27001953125,2106.97998046875,2158.909912109375,442200,0,0
2022-06-27,2190.0,2200.219970703125,2159.449951171875,2169.27001953125,166200,0,0
2022-06-28,2168.0,2195.570068359375,2116.510009765625,2125.330078125,194200,0,0
2022-06-29,2127.5,2165.0400390625,2106.27001953125,2140.0,137900,0,0
2022-06-30,2131.929931640625,2173.14990234375,2100.090087890625,2149.1201171875,232900,0,0
2022-07-01,2148.610107421875,2165.06005859375,2114.050048828125,2159.81005859375,110800,0,0
2022-07-05,2139.719970703125,2160.0,2103.070068359375,2140.389892578125,185300,0,0
2022-07-06,2137.4599609375,2182.5,2123.780029296875,2167.5400390625,160400,0,0
2022-07-07,2170.010009765625,2177.320068359375,2133.110107421875,2168.60009765625,113900,0,0
2022-07-08,2177.85009765625,2210.159912109375,2166.580078125,2182.3701171875,149300,0,0
2022-07-11,2188.239990234375,2189.22998046875,2160.010009765625,2160.010009765625,129000,0,0
2022-07-12,2164.889892578125,2190.6298828125,2152.070068359375,2158.60009765625,96000,0,0
2022-07-13,2155.840087890625,2197.830078125,2155.840087890625,2174.889892578125,120700,0,0
2022-07-14,2135.64990234375,2185.110107421875,2122.659912109375,2175.340087890625,180100,0,0
2022-07-15,2198.080078125,2218.85009765625,2169.8701171875,2215.030029296875,152000,0,0
2022-07-18,2228.320068359375,2246.409912109375,2180.18994140625,2191.800048828125,132300,0,0
2022-07-19,2216.780029296875,2224.320068359375,2182.679931640625,2224.320068359375,169600,0,0
2022-07-20,2224.81005859375,2234.8798828125,2182.7900390625,2194.530029296875,143200,0,0
2022-07-21,2181.110107421875,2200.25,2115.27001953125,2138.75,247300,0,0
2022-07-22,2139.889892578125,2163.030029296875,2136.929931640625,2147.6201171875,146700,0,0
2022-07-25,2148.840087890625,2169.330078125,2135.360107421875,2144.8701171875,118100,0,0
2022-07-26,2120.14990234375,2133.169921875,2078.830078125,2097.39990234375,202500,0,0
2022-07-27,2102.860107421875,2144.9599609375,2064.22998046875,2132.669921875,137300,0,0
2022-07-28,2127.85009765625,2146.7900390625,2079.68994140625,2130.449951171875,205700,0,0
2022-07-29,2123.14990234375,2141.5400390625,2108.449951171875,2137.389892578125,156100,0,0
2022-08-01,2119.530029296875,2170.52001953125,2113.820068359375,2161.360107421875,126200,0,0
2022-08-02,2164.469970703125,2164.469970703125,2127.239990234375,2153.919921875,144600,0,0
2022-08-03,2169.6201171875,2183.360107421875,2113.9599609375,2148.030029296875,201800,0,0
2022-08-04,2150.909912109375,2191.179931640625,2145.919921875,2164.1298828125,154000,0,0
2022-08-05,2152.27001953125,2196.639892578125,2148.93994140625,2195.18994140625,92400,0,0
2022-08-08,2200.0400390625,2230.639892578125,2200.0400390625,2218.669921875,90700,0,0
2022-08-09,2228.18994140625,2241.52001953125,2199.919921875,2222.510009765625,111200,0,0
2022-08-10,2249.10009765625,2250.35009765625,2208.820068359375,2223.27001953125,143000,0,0
2022-08-11,2233.22998046875,2244.110107421875,2219.89990234375,2230.830078125,101600,0,0
2022-08-12,2230.610107421875,2259.22998046875,2221.72998046875,2259.179931640625,129300,0,0
2022-08-15,2259.989990234375,2293.18994140625,2245.050048828125,2285.9599609375,116900,0,0
2022-08-16,2279.429931640625,2362.239990234375,2279.429931640625,2329.52001953125,191900,0,0
2022-08-17,2327.8701171875,2354.199951171875,2321.090087890625,2328.60009765625,169000,0,0
2022-08-18,2318.070068359375,2353.18994140625,2308.60009765625,2320.090087890625,133300,0,0
2022-08-19,2320.0,2340.840087890625,2310.929931640625,2332.090087890625,121300,0,0
2022-08-22,2321.93994140625,2344.590087890625,2309.72998046875,2310.669921875,118500,0,0
2022-08-23,2308.0,2318.639892578125,2287.9599609375,2291.489990234375,97800,0,0
2022-08-24,2244.1298828125,2246.280029296875,2206.39990234375,2231.81005859375,194300,0,0
2022-08-25,2223.9599609375,2227.340087890625,2182.080078125,2223.60009765625,134800,0,0
2022-08-26,2234.47998046875,2234.47998046875,2162.219970703125,2163.02001953125,118700,0,0
2022-08-29,2145.070068359375,2186.7900390625,2138.7900390625,2167.360107421875,124800,0,0
2022-08-30,2167.360107421875,2169.10009765625,2131.93994140625,2137.02001953125,96400,0,0
2022-08-31,2132.10009765625,2147.830078125,2116.679931640625,2119.2099609375,169600,0,0
2022-09-01,2115.659912109375,2146.639892578125,2110.679931640625,2145.590087890625,133500,0,0
2022-09-02,2150.830078125,2160.989990234375,2112.35009765625,2120.8798828125,137200,0,0
2022-09-06,2121.14990234375,2145.72998046875,2119.080078125,2130.860107421875,119800,0,0
2022-09-07,2147.64990234375,2197.860107421875,2144.52001953125,2197.06005859375,130200,0,0
2022-09-08,2182.909912109375,2200.090087890625,2165.7900390625,2193.25,114800,0,0
2022-09-09,2195.75,2214.800048828125,2177.6298828125,2199.080078125,111000,0,0
2022-09-12,2202.97998046875,2222.169921875,2202.97998046875,2220.3798828125,137500,0,0
2022-09-13,2200.0,2200.199951171875,2133.5,2138.360107421875,152700,0,0
2022-09-14,2153.239990234375,2153.239990234375,2105.7099609375,2133.010009765625,141500,0,0
2022-09-15,2146.31005859375,2155.89990234375,2124.7900390625,2144.93994140625,173700,0,0
2022-09-16,2138.050048828125,2185.1298828125,2126.449951171875,2165.64990234375,263800,0,0
2022-09-19,2204.3701171875,2220.0,2065.2900390625,2097.590087890625,403300,0,0
2022-09-20,2088.699951171875,2148.14990234375,2082.60009765625,2131.469970703125,253400,0,0
2022-09-21,2150.510009765625,2172.39990234375,2102.60009765625,2104.02001953125,146900,0,0
2022-09-22,2102.300048828125,2102.300048828125,2059.35009765625,2082.639892578125,157300,0,0
2022-09-23,2051.3798828125,2106.419921875,2050.2099609375,2096.840087890625,187800,0,0
2022-09-26,2100.47998046875,2135.0,2091.159912109375,2093.679931640625,197800,0,0
2022-09-27,2106.43994140625,2130.260009765625,2088.52001953125,2099.5,181700,0,0
2022-09-28,2120.659912109375,2179.25,2107.659912109375,2169.43994140625,143500,0,0
